customer_id,age,gender,city,annual_income_inr,vehicle_brand,vehicle_segment,fuel_type,vehicle_age_years,vehicle_value_inr,years_licensed,annual_mileage_km,previous_claims,driving_score,claim_probability,claim_occurred,actual_claim_amount_inr,expected_loss_inr,risk_level,premium_inr
CUST004213,34,Male,Lucknow,2763016,Tata,Hatchback,Petrol,5,1743472,16,36823,2,56.8,0.9467,1,292422,276824.0,High,150000
CUST004214,51,Female,Surat,597281,BMW,Hatchback,Petrol,5,2260907,33,34274,0,81.9,0.4992,1,22346,11155.0,High,18059
CUST004215,59,Male,Visakhapatnam,1422968,MG,SUV,Diesel,8,1060839,40,12977,0,86.5,0.4488,1,25434,11414.0,Medium,18409
CUST004216,33,Female,Chennai,4357064,Hyundai,SUV,Petrol,1,2831629,15,24813,0,97.8,0.2293,0,0,20637.0,Medium,30860
CUST004217,55,Male,Hyderabad,1206486,Toyota,Hatchback,Diesel,3,1349117,37,14157,0,99.3,0.2257,0,0,20312.0,Medium,30422
CUST004218,19,Female,Kolkata,3565628,Audi,SUV,Diesel,3,3533630,27,32976,1,73.0,0.7441,0,0,66973.0,High,93413
CUST004219,19,Male,Chennai,2545607,Nissan,Hatchback,Petrol,6,1071406,19,5038,0,88.2,0.3701,1,110518,40898.0,Medium,58212
CUST004220,43,Female,Ahmedabad,4590443,Hyundai,Sedan,Petrol,15,3504871,27,9427,0,80.9,0.6459,1,366643,236799.0,High,150000
CUST004221,30,Female,Hyderabad,4759969,Skoda,Hatchback,Petrol,0,1520452,12,31187,0,97.7,0.2276,0,0,20484.0,Medium,30653
CUST004222,64,Female,Bhubaneswar,3317261,Hyundai,SUV,Petrol,4,2033496,40,17223,0,82.5,0.4302,0,0,38722.0,Medium,55274
CUST004223,48,Male,Patna,2816162,Audi,Sedan,Petrol,13,3045904,30,29922,3,40.5,0.9937,1,44996,44713.0,High,63362
CUST004224,51,Female,Jaipur,3010243,Volkswagen,Hatchback,EV,10,2000196,33,34126,0,78.7,0.6359,1,155817,99080.0,High,136758
CUST004225,56,Male,Surat,2035786,Volkswagen,Sedan,Petrol,3,398349,38,24709,0,95.0,0.2865,0,0,25788.0,Medium,37814
CUST004226,20,Female,Chandigarh,620215,Audi,Sedan,EV,1,3013626,10,18084,1,80.7,0.5931,1,134033,79493.0,High,110315
CUST004227,25,Male,Kolkata,346126,BMW,Hatchback,Petrol,15,3664078,7,30884,1,58.7,0.9384,1,95531,89649.0,High,124027
CUST004228,40,Male,Mumbai,3250072,Mercedes,SUV,CNG,4,959170,22,37409,1,72.9,0.7687,0,0,69186.0,High,96401
CUST004229,31,Female,Kolkata,669588,Maruti,Sedan,Petrol,8,3025382,13,23047,1,64.4,0.8585,1,93495,80264.0,High,111356
CUST004230,44,Male,Jaipur,4113537,Mahindra,SUV,Diesel,14,1721147,26,37742,1,53.1,0.9521,1,194837,185513.0,High,150000
CUST004231,46,Female,Bhopal,2058964,Kia,Hatchback,Diesel,7,3131245,28,14263,1,71.0,0.7859,1,80112,62963.0,High,87999
CUST004232,56,Female,Jaipur,492590,Toyota,SUV,Diesel,15,2365016,38,14423,1,68.7,0.887,1,69540,61684.0,High,86274
CUST004233,70,Female,Bengaluru,3509501,Mercedes,Hatchback,Petrol,8,1769569,40,11923,2,63.3,0.9271,1,130610,121087.0,High,150000
CUST004234,56,Male,Bhopal,4856229,Hyundai,Hatchback,CNG,6,1415946,38,13952,1,71.3,0.7689,0,0,69200.0,High,96420
CUST004235,18,Male,Bhubaneswar,2316550,Mahindra,Luxury,Petrol,9,3650748,7,11969,1,75.7,0.7694,1,117648,90519.0,High,125201
CUST004236,34,Female,Mumbai,2717109,Honda,Sedan,EV,6,715148,30,31951,0,88.1,0.4369,0,0,39323.0,Medium,56086
CUST004237,58,Female,Kochi,3152750,Jeep,Hatchback,EV,13,664412,40,20462,0,80.4,0.6399,0,0,57588.0,High,80744
CUST004238,47,Male,Bhubaneswar,854827,Audi,Sedan,Petrol,13,2290592,29,24281,0,66.4,0.7878,1,27379,21569.0,High,32119
CUST004239,70,Male,Hyderabad,1599483,Hyundai,Sedan,CNG,12,556176,40,34382,1,47.7,0.9556,1,122418,116986.0,High,150000
CUST004240,30,Female,Chandigarh,3805950,MG,Luxury,EV,1,3532728,12,9179,1,80.8,0.5702,1,30732,17524.0,High,26657
CUST004241,38,Female,Bengaluru,3334112,Ford,Hatchback,Petrol,11,2468474,27,29528,0,79.7,0.6317,1,332291,209897.0,High,150000
CUST004242,36,Male,Nagpur,4863894,Mercedes,Hatchback,CNG,12,3786514,18,39024,2,50.2,0.9779,1,179638,175661.0,High,150000
CUST004243,70,Male,Chandigarh,3513079,Tata,SUV,EV,2,532634,40,7397,0,94.6,0.2408,0,0,21668.0,Medium,32252
CUST004244,36,Female,Coimbatore,4665014,Hyundai,Luxury,Petrol,10,3053025,18,27286,0,73.1,0.6827,1,48132,32861.0,High,47363
CUST004245,42,Male,Nagpur,2469192,Jeep,Sedan,CNG,9,1193461,24,18278,0,76.1,0.6107,0,0,54962.0,High,77198
CUST004246,39,Female,Ahmedabad,4354124,MG,Hatchback,Petrol,7,2755817,21,29890,0,84.2,0.5003,0,0,45026.0,High,63785
CUST004247,48,Male,Patna,2540038,Volkswagen,SUV,EV,10,1646275,30,14589,1,64.1,0.8689,1,195821,170145.0,High,150000
CUST004248,34,Female,Delhi,2153290,Kia,Sedan,Diesel,1,1014681,16,25622,0,91.1,0.2953,1,71787,21198.0,Medium,31617
CUST004249,40,Female,Nagpur,2517050,MG,SUV,Petrol,6,3945306,22,37202,1,60.1,0.8805,1,229576,202146.0,High,150000
CUST004250,49,Male,Chandigarh,226501,Kia,Sedan,Petrol,11,1637163,31,17313,0,89.5,0.4815,0,0,43334.0,High,61501
CUST004251,27,Female,Bengaluru,3797014,Jeep,Hatchback,Petrol,5,2103103,12,15745,2,66.8,0.8971,1,204741,183669.0,High,150000
CUST004252,27,Male,Patna,2544329,Audi,Sedan,CNG,11,3927572,9,12641,1,62.2,0.8853,1,69727,61732.0,High,86339
CUST004253,53,Female,Surat,1544713,Volkswagen,SUV,Petrol,9,3974070,35,23823,0,91.6,0.4326,0,0,38937.0,Medium,55565
CUST004254,25,Female,Kochi,4600498,Ford,Luxury,Petrol,3,1361047,11,24090,0,94.7,0.2882,0,0,25936.0,Medium,38013
CUST004255,69,Female,Jaipur,1696725,Kia,Hatchback,Diesel,10,1982528,40,22235,0,77.9,0.617,1,90549,55872.0,High,78427
CUST004256,37,Female,Chennai,4983770,MG,Hatchback,Petrol,14,1742979,29,11013,1,62.1,0.9067,1,59988,54390.0,High,76426
CUST004257,49,Female,Hyderabad,4655260,Audi,Hatchback,Diesel,3,3682246,31,31579,0,83.4,0.4349,0,0,39141.0,Medium,55841
CUST004258,67,Male,Jaipur,391327,Maruti,SUV,CNG,14,3267737,40,11857,0,71.5,0.7333,0,0,65999.0,High,92099
CUST004259,31,Female,Hyderabad,4840042,Mahindra,Hatchback,Diesel,2,1946487,13,32220,0,82.6,0.4267,1,173711,74115.0,Medium,103055
CUST004260,67,Female,Kolkata,2622940,Renault,Hatchback,Petrol,13,3011849,40,14414,1,65.8,0.8852,1,386769,342356.0,High,150000
CUST004261,45,Male,Chandigarh,3419180,Ford,SUV,Petrol,15,508587,27,12972,0,73.5,0.7316,0,0,65847.0,High,91894
CUST004262,63,Male,Kochi,2814881,Volkswagen,Luxury,Diesel,5,1262028,40,37961,1,68.9,0.8152,1,297901,242849.0,High,150000
CUST004263,69,Female,Bhubaneswar,2869615,Renault,Sedan,Petrol,2,2484906,40,26693,0,85.2,0.3812,1,320831,122304.0,Medium,150000
CUST004264,70,Male,Lucknow,1067041,Skoda,Sedan,CNG,14,1721018,40,5461,0,80.9,0.6181,1,103755,64128.0,High,89573
CUST004265,41,Male,Ahmedabad,2954445,Audi,Sedan,Petrol,8,632596,23,31679,1,71.6,0.8213,1,77503,63652.0,High,88930
CUST004266,32,Female,Bhopal,283519,Maruti,Luxury,Petrol,3,1332541,25,8182,0,95.2,0.2518,0,0,22666.0,Medium,33599
CUST004267,39,Male,Ahmedabad,588672,BMW,Sedan,Petrol,3,1934341,26,21749,0,93.6,0.2947,0,0,26519.0,Medium,38800
CUST004268,47,Female,Indore,4522882,Mercedes,Sedan,EV,1,2074135,29,31211,0,88.4,0.3363,1,45509,15306.0,Medium,23663
CUST004269,21,Male,Kochi,1044015,Jeep,SUV,Petrol,15,631672,23,23702,1,43.0,0.9688,1,69658,67483.0,High,94103
CUST004270,30,Female,Kochi,2267021,Renault,Luxury,Diesel,1,802641,12,11773,0,100.0,0.1897,0,0,17077.0,Low,26055
CUST004271,40,Female,Hyderabad,4425432,Jeep,Sedan,Petrol,6,519572,22,6066,0,89.5,0.3579,1,73040,26140.0,Medium,38289
CUST004272,25,Male,Indore,795367,Tata,SUV,EV,4,340226,9,28506,0,84.1,0.4376,1,117876,51588.0,Medium,72644
CUST004273,35,Female,Surat,1544606,MG,Hatchback,Petrol,2,2020501,19,21799,0,92.8,0.2865,0,0,25789.0,Medium,37815
CUST004274,29,Female,Hyderabad,3592363,Honda,Sedan,CNG,5,3690546,27,12416,0,98.5,0.2589,0,0,23304.0,Medium,34461
CUST004275,48,Female,Lucknow,1181080,Ford,Sedan,Petrol,5,403605,30,25770,0,87.8,0.4055,0,0,36492.0,Medium,52264
CUST004276,31,Female,Chennai,875737,Hyundai,Luxury,Petrol,0,2772545,13,23086,1,67.0,0.7371,1,34151,25174.0,High,36985
CUST004277,51,Male,Bhopal,3457929,Ford,Sedan,Petrol,2,3467389,33,20922,4,35.8,0.9941,1,223507,222191.0,High,150000
CUST004278,35,Female,Lucknow,2027600,Skoda,Hatchback,Petrol,11,2313061,27,22956,1,52.8,0.9321,1,114519,106744.0,High,147104
CUST004279,51,Male,Ahmedabad,759873,Nissan,SUV,Petrol,4,3401017,33,23406,0,92.7,0.325,0,0,29253.0,Medium,42492
CUST004280,28,Female,Hyderabad,1443418,Toyota,Hatchback,Diesel,15,1753448,10,11902,0,66.1,0.796,1,166662,132668.0,High,150000
CUST004281,58,Female,Visakhapatnam,3570367,Mercedes,Luxury,CNG,10,3502998,40,17159,0,77.8,0.6068,0,0,54613.0,High,76727
CUST004282,29,Male,Nagpur,2452873,Jeep,SUV,CNG,12,547318,25,18687,0,75.3,0.6752,1,137481,92826.0,High,128315
CUST004283,66,Male,Coimbatore,882200,Renault,Sedan,CNG,10,1880471,40,15220,2,57.9,0.9529,1,72189,68789.0,High,95865
CUST004284,32,Female,Visakhapatnam,4253087,Hyundai,Hatchback,Petrol,6,2096612,24,37205,0,77.6,0.5801,1,171502,99491.0,High,137312
CUST004285,48,Female,Coimbatore,1384194,Maruti,Hatchback,Diesel,3,740355,30,23651,0,84.4,0.4026,0,0,36235.0,Medium,51917
CUST004286,66,Female,Coimbatore,2348045,Kia,Hatchback,Diesel,11,988390,40,24991,0,69.2,0.7352,0,0,66171.0,High,92331
CUST004287,46,Male,Pune,1772235,Toyota,SUV,EV,7,2957564,28,12745,0,87.7,0.4134,0,0,37207.0,Medium,53229
CUST004288,43,Male,Bhopal,2111071,MG,Hatchback,Petrol,2,3041937,25,9359,2,62.4,0.8894,1,48153,42829.0,High,60819
CUST004289,35,Female,Kochi,1552277,Honda,Hatchback,EV,5,2559097,23,29002,0,76.9,0.5481,1,96508,52895.0,High,74408
CUST004290,49,Male,Patna,2216364,Honda,Sedan,Petrol,14,3426097,31,5642,1,66.5,0.881,1,68561,60405.0,High,84547
CUST004291,39,Female,Chandigarh,3190241,Renault,Luxury,Petrol,5,3853397,21,10925,0,94.2,0.2993,0,0,26938.0,Medium,39367
CUST004292,55,Female,Jaipur,2541924,Honda,SUV,Petrol,8,3486452,37,24853,1,77.4,0.7629,1,133110,101547.0,High,140089
CUST004293,34,Male,Ahmedabad,2072042,Toyota,Hatchback,CNG,3,1148982,16,33088,0,96.1,0.2919,0,0,26267.0,Medium,38460
CUST004294,40,Male,Surat,1962947,Skoda,SUV,Diesel,15,2793943,22,38352,2,48.6,0.9837,1,58355,57406.0,High,80498
CUST004295,41,Female,Ahmedabad,3712167,Volkswagen,Hatchback,Diesel,6,1763714,23,33688,0,78.2,0.5636,1,88303,49766.0,High,70184
CUST004296,67,Female,Bengaluru,3996761,Maruti,Sedan,Diesel,9,1547384,40,8986,0,86.9,0.4533,0,0,40796.0,High,58075
CUST004297,25,Female,Surat,4390920,Skoda,Hatchback,Diesel,0,3533374,7,27650,0,95.8,0.2378,1,52890,12577.0,Medium,19979
CUST004298,58,Male,Kolkata,2822058,Mahindra,Hatchback,Petrol,10,3664876,40,22830,0,71.8,0.6877,1,52129,35848.0,High,51394
CUST004299,23,Male,Visakhapatnam,3239875,Mahindra,Hatchback,Petrol,0,2310705,19,19555,0,84.0,0.3424,0,0,30818.0,Medium,44604
CUST004300,22,Male,Chandigarh,983966,Renault,SUV,Petrol,1,825863,14,36589,1,77.6,0.6722,1,62913,42288.0,High,60089
CUST004301,61,Male,Visakhapatnam,377867,Toyota,Sedan,Diesel,3,1309970,40,23198,0,87.8,0.3612,0,0,32509.0,Medium,46887
CUST004302,46,Female,Mumbai,3108927,Audi,SUV,CNG,11,3678907,28,39444,0,79.9,0.6522,1,151506,98805.0,High,136387
CUST004303,45,Female,Jaipur,2772935,Tata,SUV,CNG,5,2618281,27,12869,2,57.7,0.9304,1,59699,55545.0,High,77986
CUST004304,28,Female,Indore,1571480,Tata,SUV,Petrol,3,2594255,27,36056,1,71.3,0.7656,0,0,68908.0,High,96026
CUST004305,18,Female,Ahmedabad,3282434,Tata,SUV,Diesel,14,1392413,26,26610,0,71.9,0.7579,1,40022,30331.0,High,43946
CUST004306,60,Male,Lucknow,1045525,Volkswagen,Sedan,Petrol,5,2077373,40,38016,1,65.8,0.8377,1,94405,79085.0,High,109765
CUST004307,36,Male,Coimbatore,3155462,Volkswagen,SUV,Diesel,15,2939996,18,27646,0,57.9,0.8734,1,125933,109992.0,High,150000
CUST004308,26,Male,Bhopal,1535966,Ford,Hatchback,Diesel,1,2346024,8,33551,0,93.1,0.2907,0,0,26166.0,Medium,38325
CUST004309,44,Female,Pune,3516195,Ford,Sedan,EV,8,380951,26,14030,0,82.5,0.5012,0,0,45110.0,High,63899
CUST004310,51,Female,Nagpur,2485593,MG,Hatchback,Petrol,10,3874425,33,9466,0,90.2,0.4342,0,0,39074.0,Medium,55750
CUST004311,61,Female,Pune,3456394,Maruti,Hatchback,CNG,2,495794,40,25156,1,70.6,0.7367,1,156267,115128.0,High,150000
CUST004312,21,Male,Nagpur,1563406,Tata,Sedan,Petrol,6,346207,29,16911,0,77.9,0.5265,1,175054,92167.0,High,127426
CUST004313,53,Male,Bhopal,1778019,Hyundai,SUV,Diesel,15,1145883,35,34327,0,67.8,0.8178,1,42681,34906.0,High,50123
CUST004314,35,Female,Bhopal,2150305,Hyundai,Hatchback,Petrol,0,852138,17,6127,1,90.9,0.4169,0,0,37524.0,Medium,53658
CUST004315,32,Female,Lucknow,1581434,MG,SUV,Diesel,7,3621968,18,8973,0,79.5,0.5059,1,99249,50214.0,High,70789
CUST004316,68,Male,Lucknow,3258815,Mercedes,Hatchback,Petrol,3,1609575,40,31927,0,80.4,0.4721,1,35923,16959.0,High,25894
CUST004317,30,Female,Hyderabad,2981542,BMW,Sedan,Petrol,13,2646575,30,20324,1,70.8,0.8644,1,103405,89383.0,High,123667
CUST004318,36,Male,Mumbai,4040151,Toyota,Hatchback,CNG,10,1808685,23,39722,0,71.8,0.723,1,96576,69821.0,High,97259
CUST004319,66,Female,Chandigarh,1720259,Audi,SUV,CNG,11,1930151,40,37071,0,72.0,0.7313,1,223461,163423.0,High,150000
CUST004320,23,Male,Visakhapatnam,1443547,Jeep,SUV,Diesel,14,2368653,9,18343,1,62.1,0.9128,1,364913,333079.0,High,150000
CUST004321,65,Female,Chennai,2778356,BMW,SUV,Petrol,12,1344413,40,22565,0,79.2,0.6402,1,156746,100355.0,High,138479
CUST004322,29,Female,Patna,1342738,Tata,Sedan,Diesel,4,3368965,26,11044,1,76.2,0.6837,1,30079,20564.0,High,30761
CUST004323,68,Female,Nagpur,2068549,Volkswagen,Hatchback,Diesel,6,730420,40,25396,0,84.5,0.4647,0,0,41822.0,High,59459
CUST004324,54,Female,Bhopal,4160424,Skoda,Hatchback,EV,2,2072325,36,17790,0,86.2,0.3499,0,0,31488.0,Medium,45509
CUST004325,34,Female,Delhi,3339874,Volkswagen,SUV,Petrol,8,1064048,23,12289,0,82.2,0.5005,1,150086,75111.0,High,104400
CUST004326,40,Male,Nagpur,4715179,Ford,SUV,CNG,8,2174698,22,21087,0,85.2,0.4856,1,91375,44374.0,High,62906
CUST004327,43,Male,Chandigarh,4062033,Maruti,Hatchback,Petrol,7,3399457,25,7125,0,87.3,0.4056,1,35666,14467.0,Medium,22530
CUST004328,46,Female,Visakhapatnam,2170105,Volkswagen,SUV,Petrol,0,545050,28,20136,0,85.1,0.331,0,0,29787.0,Medium,43212
CUST004329,50,Male,Patna,3257131,Hyundai,Hatchback,CNG,11,1653552,32,20303,1,64.1,0.8839,1,105053,92862.0,High,128363
CUST004330,44,Female,Nagpur,3826841,Hyundai,Hatchback,Diesel,12,3162328,26,31748,0,69.4,0.7613,0,0,68515.0,High,95495
CUST004331,42,Female,Bhopal,3043422,BMW,Sedan,Diesel,11,3970807,24,34693,0,76.8,0.6767,1,31906,21590.0,High,32147
CUST004332,27,Male,Mumbai,1816439,Honda,SUV,Petrol,1,933025,9,5807,2,72.7,0.8104,1,134064,108640.0,High,149664
CUST004333,64,Female,Indore,1376664,Maruti,SUV,Petrol,1,3400168,40,8354,0,92.7,0.2454,0,0,22090.0,Medium,32822
CUST004334,40,Male,Kolkata,3396933,Honda,Hatchback,Petrol,15,2627627,28,7715,1,68.4,0.8815,1,45251,39890.0,High,56851
CUST004335,38,Male,Delhi,4340991,Toyota,Luxury,EV,2,1798779,20,38156,1,73.0,0.7393,1,55230,40832.0,High,58124
CUST004336,38,Male,Coimbatore,3394431,Skoda,SUV,Petrol,1,2445975,20,11215,0,94.8,0.2319,0,0,20870.0,Medium,31174
CUST004337,60,Male,Surat,2661190,Ford,Hatchback,Diesel,0,775774,40,24666,0,98.5,0.2096,0,0,18864.0,Medium,28466
CUST004338,30,Female,Kochi,2219572,Nissan,SUV,Petrol,10,659768,12,35918,0,78.0,0.6478,0,0,58304.0,High,81710
CUST004339,54,Female,Hyderabad,1454004,Nissan,Hatchback,Petrol,4,368749,36,5100,1,77.8,0.6524,1,121986,79589.0,High,110445
CUST004340,50,Male,Coimbatore,2206298,MG,Hatchback,Diesel,5,1686399,32,19447,0,84.5,0.4301,0,0,38710.0,Medium,55259
CUST004341,41,Female,Visakhapatnam,630063,Nissan,Sedan,Diesel,12,1911709,23,16609,0,74.4,0.6809,1,39909,27175.0,High,39687
CUST004342,61,Male,Jaipur,824188,MG,Sedan,Petrol,15,1378752,40,39478,1,57.8,0.9456,1,84676,80065.0,High,111088
CUST004343,28,Female,Lucknow,1932999,Mercedes,Hatchback,Diesel,6,3312096,14,14018,0,84.2,0.4409,0,0,39678.0,Medium,56565
CUST004344,34,Male,Pune,645486,Tata,Hatchback,Diesel,9,463609,24,14734,0,79.7,0.5572,0,0,50150.0,High,70703
CUST004345,21,Male,Kolkata,2589427,Maruti,Hatchback,Diesel,6,3582311,27,12715,1,72.0,0.7604,0,0,68440.0,High,95394
CUST004346,64,Female,Bhubaneswar,3562719,Skoda,SUV,Petrol,15,3230509,40,28389,0,62.8,0.845,1,62698,52982.0,High,74525
CUST004347,42,Female,Chandigarh,4359572,Jeep,Hatchback,Diesel,1,1917474,24,15538,0,84.1,0.3499,0,0,31491.0,Medium,45512
CUST004348,47,Male,Pune,2647103,Mahindra,Sedan,Petrol,12,3712157,29,37380,0,66.1,0.7987,1,62657,50043.0,High,70558
CUST004349,26,Female,Bhopal,296490,Volkswagen,Hatchback,CNG,6,1458395,13,34334,0,79.1,0.5538,1,218450,120968.0,High,150000
CUST004350,38,Male,Lucknow,4046075,Hyundai,Sedan,Diesel,1,3458054,20,37936,0,82.4,0.4225,1,38355,16206.0,Medium,24878
CUST004351,37,Female,Coimbatore,2057182,Mercedes,Hatchback,Diesel,1,2559426,30,18411,2,70.0,0.847,1,173051,146583.0,High,150000
CUST004352,36,Female,Coimbatore,3531633,Volkswagen,Luxury,Diesel,11,516174,27,8607,0,84.7,0.5205,0,0,46842.0,High,66236
CUST004353,36,Female,Chennai,1505937,Ford,Sedan,Diesel,5,3947802,25,14902,0,86.4,0.3962,0,0,35657.0,Medium,51137
CUST004354,29,Male,Nagpur,1979749,Tata,SUV,Diesel,5,2566956,24,22792,0,83.2,0.4545,0,0,40909.0,High,58227
CUST004355,54,Female,Coimbatore,3630714,Toyota,Hatchback,Petrol,7,2974791,36,25948,1,78.3,0.7417,1,120491,89364.0,High,123642
CUST004356,59,Male,Kolkata,4544591,Mercedes,Hatchback,CNG,4,749524,40,9740,0,92.1,0.3023,0,0,27208.0,Medium,39731
CUST004357,34,Male,Surat,1846327,MG,SUV,Diesel,4,1626568,28,19529,0,93.6,0.3074,0,0,27664.0,Medium,40347
CUST004358,54,Female,Delhi,3693485,Toyota,SUV,Diesel,9,3431152,36,12688,0,79.8,0.5512,1,50301,27726.0,High,40431
CUST004359,65,Male,Kochi,925474,Tata,Sedan,Petrol,0,2006237,40,34028,0,85.1,0.3626,1,193366,70121.0,Medium,97663
CUST004360,56,Female,Mumbai,3926618,Kia,SUV,Diesel,3,2834821,38,35435,0,83.7,0.4395,1,112670,49523.0,Medium,69856
CUST004361,45,Male,Coimbatore,399229,Hyundai,Hatchback,Diesel,0,3737533,27,14044,0,100.0,0.181,0,0,16290.0,Low,24992
CUST004362,58,Female,Bengaluru,4918324,Mercedes,Sedan,CNG,9,3998211,40,16607,0,88.7,0.4501,0,0,40505.0,High,57682
CUST004363,52,Male,Bhubaneswar,3220319,Tata,Luxury,Diesel,15,3940656,34,32744,0,70.7,0.7932,1,127430,101082.0,High,139460
CUST004364,64,Female,Delhi,1668249,Hyundai,Luxury,CNG,4,1574354,40,29192,1,75.0,0.733,1,139871,102522.0,High,141405
CUST004365,65,Female,Bhopal,3057306,Tata,Luxury,Diesel,14,2130739,40,15891,0,71.0,0.7466,1,92880,69344.0,High,96615
CUST004366,35,Female,Nagpur,739117,Tata,Hatchback,Petrol,14,3934499,17,12169,0,75.2,0.6963,1,117237,81632.0,High,113204
CUST004367,31,Male,Bhopal,767474,Volkswagen,Luxury,Diesel,7,952227,23,36590,0,71.3,0.6702,1,43421,29101.0,High,42286
CUST004368,52,Female,Pune,340968,BMW,SUV,Petrol,0,888588,34,30797,0,90.7,0.2937,0,0,26436.0,Medium,38688
CUST004369,61,Male,Surat,2449598,Audi,Sedan,CNG,13,2328741,40,32008,0,72.0,0.7519,0,0,67668.0,High,94352
CUST004370,58,Female,Jaipur,220868,Maruti,SUV,Petrol,2,3648317,40,36702,0,85.1,0.406,0,0,36542.0,Medium,52332
CUST004371,24,Male,Visakhapatnam,2097758,Honda,Hatchback,Diesel,0,3054967,18,33642,0,86.5,0.3453,1,173698,59973.0,Medium,83963
CUST004372,58,Female,Delhi,2483205,Mahindra,Sedan,Petrol,12,345947,40,16939,0,80.3,0.6136,0,0,55222.0,High,77550
CUST004373,30,Male,Visakhapatnam,4353092,Skoda,SUV,EV,5,1163316,12,36269,1,73.4,0.7759,1,108728,84364.0,High,116892
CUST004374,35,Male,Hyderabad,2936422,Volkswagen,Luxury,Diesel,9,2227759,17,30744,0,78.1,0.6165,0,0,55482.0,High,77900
CUST004375,54,Male,Ahmedabad,4251675,Honda,SUV,Diesel,0,2182926,36,33858,0,82.0,0.3985,1,70253,27994.0,Medium,40791
CUST004376,30,Female,Nagpur,4747552,Jeep,Sedan,Petrol,9,2548552,17,11517,0,88.3,0.4425,1,231435,102415.0,Medium,141260
CUST004377,53,Female,Coimbatore,3639938,Honda,Sedan,Petrol,11,809920,35,20874,0,83.0,0.5723,1,55746,31903.0,High,46069
CUST004378,48,Male,Pune,2954842,Skoda,Hatchback,Diesel,2,2265456,30,25176,0,86.7,0.3605,1,72751,26225.0,Medium,38404
CUST004379,19,Male,Hyderabad,672400,Volkswagen,SUV,Diesel,14,536277,4,25111,1,54.7,0.942,1,372582,350974.0,High,150000
CUST004380,33,Male,Visakhapatnam,3334120,Mahindra,Hatchback,EV,4,3910768,17,14566,1,76.0,0.6932,1,41323,28647.0,High,41674
CUST004381,26,Male,Coimbatore,1760066,Maruti,SUV,Diesel,4,572873,28,16461,0,87.0,0.3741,0,0,33666.0,Medium,48449
CUST004382,26,Female,Mumbai,976083,Renault,SUV,CNG,1,3742026,8,29273,1,84.3,0.576,1,53436,30780.0,High,44554
CUST004383,55,Male,Mumbai,635975,BMW,SUV,Petrol,2,685596,37,36777,0,89.9,0.35,0,0,31500.0,Medium,45524
CUST004384,28,Female,Delhi,224437,Kia,Sedan,Diesel,13,876904,10,21545,0,72.7,0.7249,1,85756,62162.0,High,86919
CUST004385,39,Female,Delhi,2452810,Renault,Hatchback,Diesel,12,1590429,21,5935,0,73.6,0.6654,1,49349,32837.0,High,47330
CUST004386,50,Male,Coimbatore,782052,Ford,Sedan,CNG,8,2917287,32,39409,0,69.4,0.7134,0,0,64204.0,High,89675
CUST004387,53,Female,Kochi,1087968,Renault,Hatchback,CNG,12,1059443,35,33227,1,68.7,0.8816,1,155927,137473.0,High,150000
CUST004388,62,Male,Kolkata,1279444,Renault,Sedan,Petrol,0,1399040,40,30050,1,84.8,0.5524,0,0,49719.0,High,70121
CUST004389,40,Female,Visakhapatnam,1374015,Mercedes,Luxury,EV,12,1748189,22,38515,0,69.0,0.7766,0,0,69894.0,High,97357
CUST004390,62,Male,Lucknow,1208454,Maruti,Hatchback,Diesel,0,2782537,40,30226,0,89.6,0.3037,0,0,27329.0,Medium,39895
CUST004391,62,Female,Jaipur,3504232,Maruti,Hatchback,Petrol,11,3621795,40,32728,1,66.3,0.8853,1,197168,174547.0,High,150000
CUST004392,51,Female,Ahmedabad,1437799,Mahindra,SUV,CNG,15,1970758,33,13046,1,60.2,0.922,1,72473,66818.0,High,93204
CUST004393,26,Male,Bhubaneswar,638561,Mercedes,Hatchback,Diesel,1,3640192,24,24806,0,90.8,0.2974,0,0,26768.0,Medium,39136
CUST004394,41,Male,Jaipur,3678670,Hyundai,Sedan,Diesel,7,3157862,23,18410,0,87.1,0.4357,1,60504,26360.0,Medium,38586
CUST004395,25,Male,Kolkata,2212741,Mahindra,SUV,Petrol,5,817950,25,14754,1,76.4,0.7065,1,157189,111056.0,High,150000
CUST004396,24,Female,Kochi,2828971,Skoda,Sedan,Petrol,13,2465120,6,37864,0,62.2,0.8403,1,198311,166648.0,High,150000
CUST004397,53,Female,Hyderabad,377506,MG,SUV,Diesel,3,2204310,35,33912,0,86.6,0.4012,0,0,36108.0,Medium,51746
CUST004398,35,Female,Kochi,3682039,Jeep,Hatchback,Petrol,6,3857367,17,38717,0,73.5,0.6325,1,44130,27912.0,High,40681
CUST004399,20,Male,Mumbai,2772804,Tata,SUV,Petrol,5,1702618,2,38397,0,71.4,0.6369,1,575706,366655.0,High,150000
CUST004400,45,Female,Kochi,4787371,Renault,Hatchback,CNG,8,2680824,27,36889,2,54.5,0.962,1,89287,85895.0,High,118958
CUST004401,23,Female,Bhubaneswar,2226850,Ford,Luxury,Petrol,5,1025897,30,16332,2,59.7,0.9261,1,58172,53875.0,High,75731
CUST004402,61,Male,Chennai,4967898,Kia,Hatchback,Petrol,1,698910,40,31572,0,88.3,0.3388,0,0,30495.0,Medium,44168
CUST004403,61,Male,Indore,2598092,Honda,Sedan,EV,2,3211852,40,29479,1,85.2,0.5856,0,0,52701.0,High,74146
