customer_id,age,gender,city,car_brand,car_model,engine_cc,vehicle_age_years,vehicle_value_inr,driving_score,annual_mileage_km,previous_claims_count,years_licensed,claim_occurred,actual_claim_amount_inr,claim_probability_true,risk_level
7c2a34fc-a367-4063-ac1a-9fdcb17c647f,43,male,delhi,toyota,Fortuner,1972,15,451000.0,84.1,31965,0,20,0,,0.1364,medium
888820fe-51ed-4785-b3ea-cc1ff65e6541,65,male,nagpur,hyundai,i20,850,14,309000.0,100.0,21903,2,31,0,,0.2009,medium
47fdcf08-c66d-46e5-9b9e-bffa3fca84db,65,female,patna,kia,Seltos,896,7,390000.0,42.6,14644,0,32,0,,0.1725,medium
58d5a414-26e1-4042-950f-fe3ddec49467,71,male,hyderabad,toyota,Glanza,1659,14,835000.0,48.4,16798,0,42,1,104100.0,0.2496,medium
117e74da-7b0b-46ad-9f9b-3f81426370e2,58,female,nagpur,toyota,Innova,1417,2,1544000.0,37.3,8843,1,19,0,,0.2915,high
9c22dcaa-d2e5-4fe5-a408-9ce5958f60ab,48,male,ahmedabad,nissan,GT-R,1516,10,449000.0,72.8,19367,1,27,1,225900.0,0.1626,medium
c1710e35-e625-4001-8ba6-779ef8db9f99,77,male,kolkata,maruti,Dzire,879,12,147000.0,89.3,15848,0,4,0,,0.1227,medium
2ebadce3-d67e-41fb-81d0-2b1a5185d6b5,59,male,bangalore,maruti,WagonR,1786,9,231000.0,60.7,16007,1,24,1,64500.0,0.2768,high
78247940-6fa0-44c6-8282-753a755cfe02,33,male,kolkata,maruti,WagonR,940,8,332000.0,80.2,4837,0,2,0,,0.02,low
f13c3213-34ec-4413-a24a-cf34758d25b7,23,male,patna,volkswagen,Taigun,2127,10,658000.0,91.4,23395,1,5,1,247300.0,0.2644,high
8ff39564-eb65-47ac-9787-05e01eb58196,66,male,indore,maruti,WagonR,1087,2,1083000.0,58.4,29851,0,12,0,,0.1401,medium
40d2a1f9-d197-41b9-997e-28729f43a56c,43,male,delhi,tata,Harrier,1317,7,178000.0,51.6,14655,0,3,0,,0.1434,medium
6cbe8ca1-12da-47dd-a4a2-ed27f20160d9,29,male,mumbai,tata,Nexon,1137,0,589000.0,56.9,6786,0,6,0,,0.1102,medium
188cfa2a-c672-4c15-a35e-3dda515f2d85,79,male,pune,volkswagen,Tiguan,2357,14,644000.0,63.2,35209,0,12,1,135400.0,0.316,high
7d3b9b9a-7e8d-4f43-b786-c2738a88a323,80,male,nagpur,hyundai,i20,1476,6,210000.0,72.1,11215,0,28,0,,0.1622,medium
77f5bf38-cd11-48d1-8d38-21f82b3e091c,84,male,kolkata,hyundai,Creta,1061,7,534000.0,86.3,21196,0,12,1,314000.0,0.1076,medium
08455040-92e5-4850-97a8-e2684357ac14,18,male,pune,maruti,Swift,1078,13,120000.0,74.6,10858,0,0,0,,0.2094,medium
d9314d01-f921-4658-89e0-aafb9fc2d834,69,male,ahmedabad,hyundai,Verna,1086,15,407000.0,59.9,14564,0,47,0,,0.1429,medium
a68cc88a-96f0-4293-84a4-013ecfa38944,21,male,mumbai,mahindra,Thar,1002,10,296000.0,55.9,20761,0,2,1,168000.0,0.2518,high
615a4937-3f09-4be5-b5ae-2fbcd28ddafe,24,female,jaipur,maruti,Dzire,862,6,246000.0,59.1,16652,0,4,0,,0.2426,medium
49aafcfb-c841-4396-b0fd-26c59b0d45f6,35,male,nagpur,hyundai,Tucson,1060,14,318000.0,57.1,11854,1,10,0,,0.2124,medium
23852beb-23cd-40ad-bef6-55884368d9a1,19,male,bangalore,hyundai,Verna,1765,11,395000.0,75.4,15059,2,1,0,,0.3814,high
79490f69-66c8-404b-a644-4568f2a58d9f,82,female,patna,toyota,Innova,1832,10,710000.0,87.1,22330,0,60,0,,0.1305,medium
afb50dad-dbdf-4090-bba1-bfc01332d69c,57,female,kanpur,maruti,Swift,1395,0,1357000.0,73.1,9396,2,11,0,,0.2234,medium
1c49056d-227e-43c4-b767-e4960c77d643,23,female,jaipur,toyota,Glanza,1916,6,1027000.0,51.7,20431,0,1,0,,0.2846,high
843d7384-c744-430b-bcfc-c4bedc7c3fbc,80,male,delhi,maruti,Alto,1716,14,454000.0,71.4,11176,0,38,0,,0.1878,medium
13c7c763-1ad1-4369-81ea-f8ea38afc3a6,62,female,kolkata,hyundai,Verna,1464,6,169000.0,45.5,29851,1,34,1,75200.0,0.2447,medium
11abc586-35ae-4512-a225-a3460f5b839f,19,female,indore,tata,Punch,1440,5,272000.0,90.4,13090,1,1,0,,0.2196,medium
c1a9f5ce-87eb-4414-b889-62081d1b9b77,55,male,bangalore,honda,Amaze,1361,5,160000.0,59.8,12801,1,28,0,,0.1735,medium
a9fa37a9-2fc9-4bce-923c-8764649de8de,68,male,kanpur,honda,Amaze,2436,13,409000.0,74.4,6873,0,37,0,,0.0996,low
46a857ae-3f04-45f0-9025-0d3b078a452c,81,male,bangalore,mahindra,XUV700,886,12,381000.0,57.0,8400,1,45,0,,0.3235,high
7381647c-0b5c-46c9-a07e-9a9919eb78b7,69,male,lucknow,volkswagen,Vento,2401,4,1207000.0,37.5,23802,0,11,0,,0.16,medium
bc973b65-56e8-41ab-ac75-32cfb4367700,69,female,ahmedabad,maruti,Baleno,1286,15,425000.0,64.8,13742,0,49,0,,0.1684,medium
59a97cf4-a38b-41d1-81dd-bbcde20c2d62,41,female,lucknow,ford,Figo,1679,5,612000.0,32.4,12186,0,3,0,,0.1692,medium
2ab81f6b-0d12-43c8-8b4c-2fff1c13e180,76,female,pune,maruti,Swift,1591,13,211000.0,70.5,32938,3,50,1,68600.0,0.4994,high
03fca343-d8ca-44c7-8ace-1530f5d2a76b,67,female,kolkata,tata,Nexon,1391,1,901000.0,37.0,20098,0,12,0,,0.1624,medium
5ac17719-292e-40f4-adcb-4720263cba3f,85,female,patna,hyundai,i20,1603,9,470000.0,49.2,18799,1,37,0,,0.337,high
40482967-d01b-446a-8f6d-b0abd5b12d25,67,female,agra,toyota,Fortuner,1809,9,814000.0,67.9,7876,1,9,1,268700.0,0.2135,medium
bcb38f3f-86db-427f-8f40-ad08aeead6f3,43,male,delhi,jeep,Wrangler,2488,11,491000.0,52.9,19951,1,11,0,,0.2004,medium
30379816-09dc-43ac-8d27-5b435c2d4bf0,84,male,visakhapatnam,toyota,Camry,1671,10,715000.0,72.5,12714,1,24,1,64200.0,0.2868,high
617d86d8-712d-450d-8be4-e7254230b521,77,female,nagpur,mg,Gloster,944,5,392000.0,74.7,4881,1,14,0,,0.1799,medium
5de74b55-e62d-4afe-a7e5-f6f3da53924e,38,male,bhopal,hyundai,i20,1352,11,314000.0,64.8,6960,0,14,0,,0.1448,medium
3d1f9bf7-42f7-434e-ac4c-9bc3098a3528,59,male,indore,hyundai,Venue,1082,8,471000.0,100.0,5359,0,29,0,,0.0232,low
430dc7cd-e339-499c-95c9-3e69a989d399,35,female,delhi,maruti,WagonR,1487,10,195000.0,85.8,9548,0,4,0,,0.0898,low
6ec8e2b4-f4c3-4479-ad67-53bcee89d7f4,75,male,delhi,hyundai,Creta,905,7,372000.0,42.2,52043,0,37,0,,0.3115,high
f055bad6-7bd3-4f09-8a43-7a5b2bb1fc92,69,male,lucknow,ford,Figo,2117,2,806000.0,90.9,16181,0,18,0,,0.0353,low
355236dc-dc09-4c79-8d88-db4c1b3e1d61,68,male,visakhapatnam,honda,WR-V,2122,13,356000.0,37.4,20426,0,42,1,148900.0,0.2252,medium
81e2e551-3b0f-4d83-ac49-95387d894997,74,male,indore,hyundai,i20,860,11,266000.0,59.3,11165,0,6,0,,0.2366,medium
7810beae-53fa-4981-b1b8-80e46f1cbd1d,58,female,jaipur,hyundai,Tucson,1331,6,170000.0,70.1,20088,0,28,0,,0.0791,low
76743800-513d-45d8-bab8-6de5b8edd105,20,male,nagpur,mahindra,Bolero,1650,2,561000.0,76.0,11496,0,2,0,,0.1651,medium
43d8e71f-591a-46c5-9cc3-0b6afcce0ca1,71,male,ahmedabad,tata,Nexon,1626,3,267000.0,69.9,11599,2,17,0,,0.3586,high
16a8f527-3d49-495e-81d0-6d592938cd53,70,female,patna,mg,Hector,1228,8,505000.0,69.5,32106,0,24,0,,0.1736,medium
42385f03-779b-4623-996e-d132a7b76a1d,48,male,coimbatore,nissan,Terrano,934,14,493000.0,95.3,32170,3,13,0,,0.3289,high
9471ad0b-4cc1-42c8-99dd-f4e967403f2e,50,female,mumbai,mg,ZS EV,1361,13,307000.0,53.1,10357,2,27,0,,0.3211,high
741c295d-06be-4c29-9764-bf45ed7a3976,59,female,indore,tata,Safari,1544,4,600000.0,52.5,17848,0,5,0,,0.1371,medium
fef67e95-937a-42c9-9b92-e2d552b35594,32,male,surat,tata,Safari,950,15,478000.0,72.2,11528,1,13,0,,0.171,medium
a0aec3c9-3a11-4b3e-a9f0-ef3410b7d26b,18,male,ahmedabad,bmw,X3,2525,4,3964000.0,48.0,7625,1,0,1,2092400.0,0.3228,high
db5c8d01-4316-4cfc-bba3-55848cf07bc7,57,female,agra,mahindra,Thar,1331,13,143000.0,41.4,23986,1,25,0,,0.2995,high
5f14cabe-edf0-4f38-9d83-a67623785dfc,25,male,pune,mahindra,Thar,1720,9,135000.0,80.1,15828,0,4,0,,0.0904,low
32fecca5-6999-42d0-95d2-189a92d3a276,69,male,coimbatore,hyundai,Venue,1126,14,340000.0,68.1,13837,0,21,1,100300.0,0.1295,medium
2438e07c-cada-49e4-bcec-5154636a8182,56,male,visakhapatnam,hyundai,Venue,1629,11,504000.0,53.2,12397,0,33,0,,0.1792,medium
87f942f7-c70f-4fca-918e-89d959fcf3ce,60,female,bhopal,maruti,Swift,1695,12,269000.0,66.6,14025,1,29,0,,0.2557,high
cdac77c5-a5fc-45cf-8ccb-5bf256e04372,40,male,kanpur,mahindra,XUV300,1157,10,540000.0,62.2,9415,3,21,1,221600.0,0.3382,high
c33024fa-ba4a-4956-94ec-d6ae3766189e,64,male,kolkata,maruti,WagonR,1408,14,134000.0,77.1,7175,1,5,0,,0.1768,medium
349d5d8e-b587-4f3b-9a88-74533c193e06,62,male,visakhapatnam,volkswagen,Tiguan,1356,4,986000.0,60.9,18490,1,15,1,94800.0,0.195,medium
4d386c46-406c-44cc-88bf-03214b1b0209,25,female,jaipur,tata,Harrier,1553,4,566000.0,63.9,20980,3,2,0,,0.3599,high
25a6924c-571e-477d-a51f-4e8fa9956e89,42,male,bangalore,volkswagen,Virtus,1284,7,979000.0,44.3,20401,1,18,0,,0.2107,medium
8f4acfa8-4c57-41cd-9aef-f2493638ab13,75,male,nagpur,jeep,Wrangler,2626,8,859000.0,43.6,23202,0,22,0,,0.2213,medium
a819e077-07d4-48ce-9dd7-d189fa13d082,30,male,indore,hyundai,Tucson,1713,5,361000.0,46.8,4863,1,5,0,,0.2176,medium
076ab2be-a635-45bb-bdae-b12c801bf718,37,male,delhi,ford,Freestyle,1870,10,270000.0,56.8,10305,0,6,0,,0.152,medium
985b3222-ea2a-41f5-962a-248018ebeddb,39,male,ahmedabad,nissan,Magnite,1166,9,194000.0,82.8,8792,0,20,0,,0.0419,low
f15e0aa5-2d7d-4921-b3ae-99c609b7d5c6,50,female,bhopal,renault,Triber,1614,15,535000.0,67.0,8871,0,3,0,,0.1327,medium
cf6cb734-8e6e-4eef-a69e-dd685bc548f7,81,female,delhi,ford,Mustang,1735,2,1236000.0,76.8,16047,2,62,1,186600.0,0.2925,high
55676cb4-1963-4f79-ba95-85dcff53d23a,60,female,coimbatore,maruti,Baleno,1169,13,456000.0,58.4,21933,0,15,1,23400.0,0.1937,medium
68c958aa-c827-4c70-8ed5-d876467a151e,43,male,kolkata,maruti,Alto,1667,2,1097000.0,80.5,15086,0,11,0,,0.02,low
423399ea-ee31-4450-86ab-c8aa81460b4c,83,male,visakhapatnam,hyundai,i20,1183,1,1033000.0,69.1,28103,0,40,0,,0.1767,medium
263c7f7a-57f3-4f83-aa39-266fbaf32b0a,81,male,agra,hyundai,Venue,996,10,167000.0,75.3,6904,0,12,0,,0.2028,medium
38fee748-50b3-440e-a0c9-2c2de49576f0,76,male,surat,maruti,Alto,1793,2,432000.0,77.3,22994,0,51,1,40400.0,0.1341,medium
3902deea-6192-439f-92d5-42902afa5b3b,71,female,kolkata,maruti,Dzire,1560,4,731000.0,55.5,10734,1,38,1,406100.0,0.3074,high
c6dd8738-f573-4af1-9bf2-2e8f2e4e10b8,60,male,jaipur,mahindra,XUV700,1548,9,365000.0,87.7,14523,1,15,0,,0.1664,medium
19eca854-af8e-42ca-ae05-70bd70000760,66,male,mumbai,hyundai,Tucson,1255,14,507000.0,71.6,8172,0,34,0,,0.1219,medium
3d1f75bc-8160-413c-8c72-e244503599aa,39,male,kolkata,hyundai,Creta,1135,9,377000.0,64.6,14142,0,12,0,,0.1238,medium
d08c0ae7-ff03-4a2c-afbb-049b7c871a29,34,male,indore,honda,CR-V,1831,3,845000.0,33.1,6056,0,2,0,,0.182,medium
7f4bc839-a47f-46d3-8d7d-8242ff9c5657,71,male,indore,tata,Safari,1652,0,1359000.0,71.1,7069,0,38,0,,0.1716,medium
24715ebb-5c06-4802-a012-9f95320bb596,18,male,lucknow,honda,CR-V,2468,1,1097000.0,83.4,6661,0,0,1,338900.0,0.1578,medium
c2cdc3e9-46d4-4a39-a25a-7d99532a4963,26,male,coimbatore,volkswagen,Tiguan,1914,9,814000.0,91.1,9469,1,3,1,108500.0,0.1769,medium
a491130a-4fff-4ec2-a7ab-ca64756999b7,58,male,bangalore,hyundai,Verna,1652,12,296000.0,77.1,12054,1,32,0,,0.213,medium
0591dff4-1bd5-4d03-b07f-f884794ce918,48,male,visakhapatnam,honda,Jazz,2296,0,999000.0,58.9,16321,0,5,1,411200.0,0.0734,low
d440aa3a-285a-4389-a189-3bd74ef4e20d,63,male,lucknow,volkswagen,Taigun,1473,2,2346000.0,95.0,16200,0,35,0,,0.02,low
6f2ee1e2-4506-46f2-a445-6587c38952a3,27,female,bangalore,honda,Amaze,1204,5,327000.0,83.0,32698,0,4,1,128500.0,0.1216,medium
e4eb5398-05d1-4158-9948-e51ba9a673fa,23,female,agra,honda,Amaze,1681,3,943000.0,76.4,20709,0,4,1,252300.0,0.1434,medium
dd98eb98-51ef-4a5a-8f83-7a1e5c8783e3,71,male,ahmedabad,maruti,Swift,852,13,203000.0,79.2,22490,2,14,1,46800.0,0.3445,high
9736dd54-3d84-475e-a79b-825f76eba8c0,20,female,surat,maruti,Swift,1649,0,832000.0,71.6,14935,1,2,1,79100.0,0.2441,medium
96c65579-7b15-42d8-808d-a516cdfbf35d,37,female,coimbatore,ford,EcoSport,1586,8,533000.0,47.9,35278,2,17,0,,0.3619,high
85039f2c-48bc-4d43-8534-ca41ee37f3f4,38,female,nagpur,hyundai,Tucson,816,5,380000.0,73.2,17908,2,1,0,,0.2577,high
b8098703-1680-443d-acf3-6ebc4fc5e640,78,male,vadodara,maruti,Swift,1430,0,1202000.0,33.1,15897,1,31,0,,0.3387,high
2fecb135-8b63-478c-aeb8-745ca55dbd73,55,male,ahmedabad,volkswagen,Taigun,1703,2,2049000.0,69.5,9938,2,35,0,,0.1888,medium
afd0db5f-65f5-456c-8036-a9d8108f3a07,78,male,nagpur,maruti,Baleno,1146,12,431000.0,85.1,28252,0,51,1,221800.0,0.1831,medium
40ee2b73-61d5-4ea9-8f05-e7ab2f6dfa4a,23,female,mumbai,volkswagen,Taigun,2372,8,830000.0,73.4,14751,0,4,0,,0.1728,medium
fcd17373-1053-4fe9-bfd2-f7ed95134981,35,male,agra,renault,Duster,1266,11,198000.0,100.0,6469,0,16,0,,0.02,low
4a739f37-f93c-4311-b265-a0683f1ed5e3,24,female,bhopal,mahindra,XUV300,1079,4,634000.0,83.6,31920,0,5,0,,0.2197,medium
3b60d174-6c9d-4c25-8e38-e5248d6a15bc,48,male,kolkata,bmw,X1,2625,5,2887000.0,47.7,9016,0,1,0,,0.15,medium
9e7e3469-2134-4c79-bd73-38db6e6187f7,20,female,bhopal,ford,Freestyle,2154,2,1184000.0,62.3,28864,0,1,1,552200.0,0.193,medium
98b5d296-e886-4e6d-9170-25852f8cec31,23,male,bangalore,mg,Comet,1541,4,652000.0,66.2,15753,1,1,0,,0.2513,high
b448ff98-9026-467c-b876-137a8b4ba1d0,78,male,vadodara,toyota,Innova,2352,0,3061000.0,95.6,9265,1,20,0,,0.1406,medium
45584c98-7564-4add-972f-ae2bc5184d1f,44,female,surat,hyundai,Verna,1638,5,172000.0,71.3,12994,0,11,0,,0.0314,low
c8a6431f-3c80-41f9-91b3-2ee2cc4d7d0a,20,male,agra,hyundai,Tucson,1233,4,718000.0,93.7,23619,0,1,0,,0.1235,medium
75b0d20e-6d0a-4e34-a480-cca731c923f0,45,male,bhopal,mahindra,Bolero,1059,5,167000.0,57.2,14532,1,23,0,,0.1537,medium
9bdff86e-2d4c-4a13-9adb-bb7f8958b4f7,54,female,indore,maruti,Baleno,1576,6,403000.0,69.3,22729,0,4,0,,0.0312,low
6cfbe3e3-f977-4f29-87e7-977d43218ddf,18,female,visakhapatnam,toyota,Fortuner,2456,9,927000.0,84.9,10490,0,0,0,,0.1719,medium
f7337f54-7913-4ea2-9eab-143476679d97,48,female,lucknow,tata,Harrier,1164,3,513000.0,74.5,19201,0,14,0,,0.0346,low
d89863aa-faa7-4971-abdb-66dbd9ae013a,68,female,visakhapatnam,renault,Captur,1708,7,163000.0,75.8,30824,0,22,0,,0.1559,medium
d9bc682f-ce0b-41fc-8cfc-e325a2790914,46,male,kanpur,volkswagen,Virtus,2319,12,538000.0,94.3,11249,0,4,0,,0.02,low
90cb2cdb-2ff2-4c14-a4bd-6fced2426f6c,71,male,jaipur,tata,Altroz,1264,15,231000.0,79.7,11815,1,24,0,,0.2639,high
de03f341-1bdc-4436-a1b7-7f3a83f2c2e0,20,female,kanpur,mg,Hector,1093,6,416000.0,68.8,25723,1,2,0,,0.2838,high
b2f6d7b7-c18d-44f8-92e9-f8a22a0ded00,81,female,agra,maruti,Baleno,930,6,327000.0,85.8,12515,1,40,0,,0.1585,medium
77ec2a3a-4c25-4378-b8a7-c494d1550195,28,male,bhopal,volkswagen,Virtus,2222,6,878000.0,63.8,28474,0,1,0,,0.1275,medium
307189d3-b8e1-4060-bea4-56cd8e6d60a5,72,female,jaipur,tata,Safari,1530,13,386000.0,70.2,11558,1,47,0,,0.2787,high
512eab29-f70c-4d62-999c-67bee531e567,46,male,vadodara,maruti,WagonR,1613,7,185000.0,99.7,10110,1,10,0,,0.0815,low
73a5111a-fdd7-462f-ae37-31fcc6aee7e6,69,female,jaipur,hyundai,Creta,1096,4,564000.0,63.0,14372,0,36,0,,0.1044,medium
857f6cdf-5be4-4238-a9a6-96559e999856,41,female,visakhapatnam,tata,Harrier,1797,8,164000.0,69.2,18145,1,4,0,,0.1517,medium
06a9ba14-f300-4dd8-9a4c-9b11aa88ed30,82,male,patna,maruti,WagonR,1541,12,209000.0,80.3,14750,0,49,0,,0.129,medium
54e72bce-67da-4a82-9238-0f630b43b67a,43,male,lucknow,kia,Seltos,1024,4,649000.0,74.4,15133,0,23,0,,0.0395,low
ed9baa44-942d-4c93-aa85-84b4bdfa6796,33,female,visakhapatnam,maruti,Alto,953,6,490000.0,75.2,23510,0,1,0,,0.0615,low
22559cb5-85cd-446d-9c04-2db73bc59c94,64,female,pune,maruti,WagonR,1441,9,136000.0,74.5,16872,0,2,0,,0.1317,medium
0da62daf-0c95-40cb-89be-31d2e6cbd8e1,67,male,hyderabad,honda,WR-V,2301,2,869000.0,83.8,14965,0,26,0,,0.0607,low
48d8c212-ed9e-4e20-b70b-e89a05f70a41,38,male,patna,hyundai,Venue,1187,4,712000.0,35.9,11083,0,11,0,,0.1772,medium
b6271e78-b81b-45b2-8a34-158a98b54360,23,male,visakhapatnam,maruti,Baleno,1007,14,306000.0,68.7,7798,0,1,0,,0.2532,high
41da16ed-f8dc-4e8f-8659-597a19a9ffeb,72,female,delhi,maruti,Alto,858,1,853000.0,81.6,6045,2,4,0,,0.3073,high
79fad26b-23ba-48a3-a29a-3ef6527d908b,53,female,lucknow,maruti,Dzire,1526,15,465000.0,39.6,7507,0,31,0,,0.1587,medium
09ac0725-5523-44eb-b396-6b97a2a3c358,42,female,agra,tata,Altroz,1716,12,373000.0,70.7,42451,0,9,0,,0.1762,medium
58e5d3a9-fd05-4090-8681-abd5a0123a89,78,male,patna,hyundai,i20,1681,9,513000.0,53.5,8395,0,47,0,,0.2393,medium
9e65da72-e538-456f-a220-23835f13222e,75,male,pune,volkswagen,Tiguan,2101,4,1665000.0,63.2,7026,1,57,1,831800.0,0.2573,high
e9d2db68-c684-4a01-9346-ac4c82106104,36,female,jaipur,kia,Carens,997,9,419000.0,66.5,8349,0,5,0,,0.102,medium
120e5cda-e8d0-40be-94d8-db231d84ecc9,35,male,visakhapatnam,maruti,Alto,1169,8,141000.0,68.1,19345,2,2,1,31500.0,0.2451,medium
3b6a47d4-666a-48fe-96cb-f3c2041befb9,41,male,kolkata,tata,Altroz,1406,15,349000.0,56.9,22951,0,13,0,,0.1253,medium
797a7875-7ea6-4653-9675-74936e72773c,67,male,jaipur,tata,Altroz,1654,3,906000.0,84.6,27383,0,38,0,,0.02,low
a5ac8be2-7ac5-4476-a3a6-46be157c65e8,46,male,nagpur,hyundai,i20,854,8,210000.0,47.8,20114,0,14,0,,0.1659,medium
397b6107-51f0-45ca-8ad6-3d608665d587,28,male,chennai,mahindra,XUV700,1166,12,285000.0,86.9,17679,0,3,0,,0.0678,low
357b5fdb-6d15-4965-8922-4647c244594d,24,female,indore,maruti,Baleno,1532,5,354000.0,47.6,10735,1,4,0,,0.3194,high
d2a13ac6-7627-4c6a-8383-539b52f5c775,41,female,chennai,toyota,Innova,2118,4,1063000.0,65.2,9361,1,2,1,150900.0,0.1741,medium
1a18c968-f16c-4c63-b0b2-47f481b307ec,28,male,kanpur,hyundai,Venue,1275,13,303000.0,85.4,12554,0,5,0,,0.0649,low
1b4a7c1d-2444-4d27-9e26-39f8aee723fd,84,male,kanpur,hyundai,Verna,1469,5,283000.0,68.7,29878,3,57,0,,0.4126,high
e105277f-07a7-46db-a5fb-b2e5b9399c89,70,female,visakhapatnam,tata,Punch,1319,14,409000.0,55.1,11971,0,1,0,,0.1692,medium
29e08126-6d8e-4533-8afe-ebaebd47c68a,39,male,chennai,mahindra,Scorpio,1541,8,372000.0,82.5,7633,0,2,0,,0.0631,low
76a26f55-9286-4607-8aec-5b97cccfd2de,37,female,patna,honda,WR-V,2044,1,1409000.0,69.6,11958,0,16,0,,0.0637,low
ec3e9cae-12c6-4ac9-8399-3aeeb2fe4165,74,female,kolkata,maruti,Swift,843,10,131000.0,42.6,9909,0,51,0,,0.2943,high
ad5a8e7c-f9df-4638-8af2-65b2d95da304,55,male,hyderabad,maruti,Baleno,1543,7,349000.0,53.3,17918,1,6,0,,0.2293,medium
216d6787-7921-4665-975d-cf66e64f3b94,71,female,kolkata,other,Generic Model B,1210,0,1060000.0,49.2,7674,0,50,1,248800.0,0.2338,medium
ebea5f77-fa77-412b-9572-4666d29902de,30,other,surat,audi,A6,2080,13,1651000.0,61.2,13352,0,12,0,,0.1361,medium
c98d60d9-8985-4de2-847c-c0d670107b6e,48,male,coimbatore,volkswagen,Vento,2466,3,984000.0,60.6,16808,0,8,0,,0.0998,low
5a6ce143-21e6-4d3e-9d69-df4215f9ed9a,46,female,jaipur,mahindra,XUV700,1109,11,323000.0,62.1,14941,0,19,0,,0.0877,low
b96c3d03-c4ae-4e8e-adbe-a4b3b5549384,53,male,visakhapatnam,maruti,Alto,1248,5,503000.0,69.4,18100,0,25,0,,0.0652,low
a10ad724-ba30-432f-a8df-ad3abe19f6af,45,female,bangalore,ford,EcoSport,1526,10,284000.0,70.8,12445,1,21,0,,0.1676,medium
6a8c1818-6767-4635-a14c-38764426958d,24,female,agra,kia,Sonet,1248,10,156000.0,61.7,20080,0,6,0,,0.2937,high
6b16141d-20d6-435f-9e4e-69e6e12f1701,35,female,surat,hyundai,Venue,1491,9,179000.0,70.1,18492,0,11,0,,0.0844,low
e10d4679-a019-4324-8ce5-8f49ca5fe774,57,male,mumbai,honda,Jazz,1401,5,285000.0,74.9,14841,0,26,0,,0.1011,medium
137cb1da-5d42-4959-865a-d4cae9a7964d,73,male,lucknow,maruti,Alto,1713,8,254000.0,64.0,14533,0,21,0,,0.1803,medium
266eb619-a93e-4e51-8594-60f789c95c1b,50,male,kolkata,mahindra,XUV300,965,12,207000.0,64.3,13159,0,1,0,,0.0965,low
571df7e1-986e-45a2-bc09-9be102f461a2,61,male,indore,mahindra,XUV700,1732,0,1251000.0,83.8,11419,1,29,1,712300.0,0.1364,medium
90a4e93b-eb73-4bbc-9f44-8bc26aaa36d3,46,male,nagpur,maruti,Alto,1758,5,638000.0,67.6,9695,2,5,0,,0.2231,medium
4a083abf-e1e4-404e-a623-fe6d5ead6c5a,62,male,mumbai,renault,Kiger,1007,11,312000.0,100.0,8128,0,16,0,,0.0815,low
ca89d62f-c3ae-4193-a585-5bcbeac264eb,29,male,coimbatore,hyundai,Verna,1005,10,274000.0,74.2,26043,2,2,0,,0.2825,high
72eb54ce-c282-4dc3-8863-469a33c4088f,40,male,pune,ford,EcoSport,2380,10,239000.0,63.9,23479,0,19,0,,0.0892,low
b8548daf-05c6-4528-87b9-a30fa4738b4a,68,other,vadodara,tata,Punch,1597,9,322000.0,49.9,10003,1,5,1,127800.0,0.2464,medium
db0a8faf-de85-43a6-8065-036c9f3dcdb1,36,male,patna,tata,Harrier,1469,1,580000.0,63.6,9012,1,2,0,,0.1814,medium
57bf9b52-2057-4f8a-97de-20bc43ff8a64,75,female,jaipur,mahindra,Thar,971,7,316000.0,53.4,15061,1,52,0,,0.3042,high
ed928307-a1c3-4e00-ba80-eb78cea3f2b4,82,male,surat,nissan,Kicks,860,13,305000.0,63.1,21757,1,22,0,,0.2789,high
1ef3332d-df3d-4ab0-ade4-bdd959a29562,40,female,agra,maruti,Dzire,1618,13,318000.0,67.4,28270,0,11,0,,0.1206,medium
b67f4494-e60c-4e28-9027-05f3a53661c1,62,male,bhopal,honda,CR-V,2281,4,676000.0,100.0,11424,0,8,0,,0.0278,low
c172df4c-1a8d-44bb-be55-9a4a10bc1363,59,female,kanpur,volkswagen,Virtus,1229,14,923000.0,60.6,23112,0,28,1,506500.0,0.1495,medium
f96ebf2e-2e96-420e-85a9-3df6b1878f71,52,female,hyderabad,tata,Altroz,1496,13,525000.0,59.4,47523,0,22,1,232500.0,0.197,medium
ba202c63-9b89-45c0-a98c-69744c42bdaa,25,male,indore,toyota,Fortuner,1982,3,1590000.0,91.9,18374,1,2,0,,0.1178,medium
930aa26f-29a8-4ba9-b1f9-970b7fb2485d,81,female,bhopal,maruti,Swift,891,2,1059000.0,71.8,12612,0,7,0,,0.1433,medium
314bae9b-8607-4af9-9af2-85540185381e,23,female,pune,hyundai,Verna,1098,10,304000.0,87.4,17439,0,1,0,,0.1462,medium
a3caa28c-4433-49e0-b1ba-4f23b3e252f7,39,male,coimbatore,toyota,Urban Cruiser,1490,2,2127000.0,68.6,5445,0,15,0,,0.0807,low
d884f9d9-16db-4d6f-bc45-82de22da4ff1,29,male,pune,maruti,Dzire,1486,7,130000.0,66.8,23210,0,1,0,,0.1166,medium
8d916ae9-a888-45dd-bf46-a31f06b89b36,66,male,ahmedabad,jeep,Meridian,2065,9,870000.0,61.5,11861,1,11,1,153300.0,0.2635,high
657696a7-5f21-489a-bb68-5bab93048399,33,female,jaipur,tata,Nexon,1624,9,277000.0,98.6,21285,1,9,0,,0.0919,low
e477c5d2-917e-451f-857e-4f8448c69e6e,30,female,surat,hyundai,Tucson,1758,11,275000.0,34.3,14709,0,1,0,,0.2038,medium
